ID,Parcel ID,Address,County,State,Sale Date,Sale Price,Parcel  Class ,Year  Built ,Square Ft ,Price Per  Square Ft ,lat,long
721,10072 003031,2929 FRAN MAR DR,Hall County,GA,1/27/2022,"$93,000.00 ",Residential,1969,1131,$82.23 ,34.3495224,-83.9009437
722,12082 000018,6434 JENNY LYNN CT,Hall County,GA,1/27/2022,"$292,500.00 ",Residential,1989,2056,$142.27 ,34.4797411,-83.7635046
723,15047 000642,7413 WHISTLING DUCK WAY,Hall County,GA,1/27/2022,"$480,000.00 ",Residential,2013,2674,$179.51 ,34.1481469,-83.9080207
724,15043F000081,5329 HIGH POINT RD,Hall County,GA,1/27/2022,"$659,329.00 ",Residential,1997,1248,$528.31 ,34.1619017,-83.8833511
725,09113A001072,3330 THE TRAIL,Hall County,GA,1/27/2022,"$90,000.00 ",Residential,1973,1696,$53.07 ,34.3453493,-83.7886369
726,15047P000015,6388 CROSSCREEK LN,Hall County,GA,1/27/2022,"$389,900.00 ",Residential,2020,1929,$202.13 ,34.1547018,-83.8973578
727,15047G000087,7028 BLACKBIRD CT,Hall County,GA,1/27/2022,"$379,485.00 ",Residential,2021,2556,$148.47 ,34.156542,-83.916102
728,08099A000060,5563 NEWBERRY POINT DR,Hall County,GA,1/27/2022,"$659,329.00 ",Residential,1998,2445,$269.66 ,34.2027017,-83.9239928
729,15047 000142,7761 SOARING EAGLE DR,Hall County,GA,1/27/2022,"$405,000.00 ",Residential,2004,2480,$163.31 ,34.1340431,-83.9039236
730,10058A000005,4421 NORTH GATE DR,Hall County,GA,1/27/2022,"$465,000.00 ",Residential,2005,2686,$173.12 ,34.3567537,-83.9151797
731,11134 000089,5449 FISHERMANS CV,Hall County,GA,1/27/2022,"$775,000.00 ",Residential,2015,3852,$201.19 ,34.4102597,-83.9565239
732,08075 002048A,5614 BARBERRY AVE,Hall County,GA,1/27/2022,"$324,990.00 ",Residential,2021,2247,$144.63 ,34.2206923,-83.9035122
733,08111 003284,5984 SCREECH OWL DR,Hall County,GA,1/27/2022,"$359,990.00 ",Residential,2021,2539,$141.78 ,34.1909822,-83.9258269
734,09065 000068,6507 NARRAMORE WAY,Hall County,GA,1/27/2022,"$240,200.00 ",Residential,1997,1336,$179.79 ,34.3980992,-83.6610037
735,08155A000076,4404 CHATUGE DR,Hall County,GA,1/26/2022,"$600,000.00 ",Residential,1999,3229,$185.82 ,34.130783,-83.9435383
736,08041A000001,3925 MOUNTAIN VIEW RD,Hall County,GA,1/26/2022,"$140,000.00 ",Residential,1981,1024,$136.72 ,34.2535659,-83.8880291
737,08151 002080,5368 SUMMER OAK LN,Hall County,GA,1/26/2022,"$607,490.00 ",Residential,2021,3890,$156.17 ,34.154309,-83.9492516
738,15007B000013,5781 JULIAN BAUGH RD,Hall County,GA,1/26/2022,"$255,000.00 ",Residential,2003,1632,$156.25 ,34.3744681,-83.6899569
739,15007B000013,5781 JULIAN BAUGH RD,Hall County,GA,1/26/2022,"$255,000.00 ",Residential,2003,1632,$156.25 ,34.3744681,-83.6899569
740,08075 002094A,5405 BARBERRY AVE,Hall County,GA,1/26/2022,"$328,000.00 ",Residential,2019,2314,$141.75 ,34.2199211,-83.9073586
741,08120A000012,6527 ARBOR PT,Hall County,GA,1/26/2022,"$595,000.00 ",Residential,1986,2766,$215.11 ,34.1974393,-83.9497626
742,15047 002004,6713 MOONDANCER CT,Hall County,GA,1/26/2022,"$381,365.00 ",Residential,2021,2484,$153.53 ,34.1509394,-83.9132555
743,15042 000647,6948 MANCHESTER DR,Hall County,GA,1/26/2022,"$385,465.00 ",Residential,2021,2512,$153.45 ,34.1431765,-83.8890226
744,12014 000029,6569 SUNSET DR,Hall County,GA,1/26/2022,"$410,000.00 ",Residential,2007,2794,$146.74 ,34.487362,-83.8193127
745,15022D000032,2112 SE ROSEMARY WAY,Hall County,GA,1/26/2022,"$269,900.00 ",Residential,2021,1693,$159.42 ,34.2818123,-83.7832878
746,10030 001042,5464 OLD LANTERN WAY,Hall County,GA,1/26/2022,"$298,500.00 ",Residential,2021,1817,$164.28 ,34.2819518,-83.9052263
747,08065 000291,5143 WATCHMANS CV,Hall County,GA,1/26/2022,"$392,780.00 ",Residential,2021,2159,$181.93 ,34.2424512,-83.9106692
748,15047G000089,7020 BLACKBIRD CT,Hall County,GA,1/26/2022,"$396,985.00 ",Residential,2021,2457,$161.57 ,34.1568807,-83.9160693
749,08110A000013,5855 MEADOWFIELD TRCE,Hall County,GA,1/25/2022,"$261,321.00 ",Residential,2001,1581,$165.29 ,34.206209,-83.9297226
750,15042 000474,6975 LANCASTER XING,Hall County,GA,1/25/2022,"$517,234.00 ",Residential,2021,3110,$166.31 ,34.1400411,-83.8900222
751,10120 000005,4789 DESTITUTE WAY,Hall County,GA,1/25/2022,"$690,000.00 ",Residential,1987,1670,$413.17 ,34.3750195,-83.8450438
752,08113 002094,5413 FALLING BRANCH CT,Hall County,GA,1/25/2022,"$395,000.00 ",Residential,2019,2704,$146.08 ,34.1834286,-83.9210966
753,10086 000139,3408 CROWN DR,Hall County,GA,1/25/2022,"$246,000.00 ",Residential,1998,1142,$215.41 ,34.3154406,-83.8942384
754,08021 001294,3535 SW LOCUST COVE RD,Hall County,GA,1/25/2022,"$750,000.00 ",Residential,2014,2604,$288.02 ,34.2865983,-83.8940314
755,08031 005145,3784 PROSPECT POINT DR,Hall County,GA,1/25/2022,"$239,510.00 ",Residential,2021,1760,$136.09 ,34.25554,-83.8790453
756,15036D000222,3806 SW AMBERLEIGH TRCE,Hall County,GA,1/25/2022,"$361,000.00 ",Residential,2005,3616,$99.83 ,34.2273449,-83.8488963
757,15039 000284,6303 STONEBRIDGE CV,Hall County,GA,1/25/2022,"$482,500.00 ",Residential,2013,3256,$148.19 ,34.1259185,-83.8351259
758,08151 002079,5364 SUMMER OAK LN,Hall County,GA,1/25/2022,"$559,400.00 ",Residential,2021,3700,$151.19 ,34.1538547,-83.9507549
759,01039A000019,605 NE CANDLER ST,Hall County,GA,1/25/2022,"$99,000.00 ",Residential,1983,792,$125.00 ,34.3084666,-83.8244722
760,15029B000199,5120 CHASTAIN WAY,Hall County,GA,1/25/2022,"$426,314.00 ",Residential,2021,2485,$171.55 ,34.1778039,-83.8069559
761,08113 001054,5840 BRADSHAW CT,Hall County,GA,1/25/2022,"$275,000.00 ",Residential,2012,1538,$178.80 ,34.1763797,-83.9194829
762,10069 004012,3655 CASTOFF CT,Hall County,GA,1/25/2022,"$333,684.00 ",Residential,2021,2620,$127.36 ,34.3158608,-83.9052893
763,08021 001044,3116 SW WHITE MAGNOLIA CHSE,Hall County,GA,1/25/2022,"$560,000.00 ",Residential,2007,2090,$267.94 ,34.2827947,-83.8832062
764,15024C000031,3623 SILVER CREEK DR,Hall County,GA,1/24/2022,"$236,000.00 ",Residential,2015,1400,$168.57 ,34.2145098,-83.757054
765,08118 001175,6052 HARBOUR MIST DR,Hall County,GA,1/24/2022,"$370,000.00 ",Residential,2017,2216,$166.97 ,34.1841198,-83.9306948
766,15047G000078,7049 BLACKBIRD CT,Hall County,GA,1/24/2022,"$441,485.00 ",Residential,2021,2517,$175.40 ,34.156373,-83.914836
767,08012 003005D,3110 BUICE CIR,Hall County,GA,1/24/2022,"$278,000.00 ",Residential,1965,1418,$196.05 ,34.2553929,-83.8587957
768,15042 000648,6952 MANCHESTER DR,Hall County,GA,1/24/2022,"$374,125.00 ",Residential,2021,2761,$135.50 ,34.1430999,-83.8890355
769,09079B000131,6345 WOODLAND STATION DR,Hall County,GA,1/24/2022,"$294,850.00 ",Residential,2021,2064,$142.85 ,34.408606,-83.6935843
770,10100 000070,4041 SUMMIT CHSE,Hall County,GA,1/24/2022,"$270,000.00 ",Residential,1989,1608,$167.91 ,34.3836455,-83.8853382
771,00053 004014,63 DEAN ST,Hall County,GA,1/21/2022,"$110,000.00 ",Residential,1900,2106,$52.23 ,34.2811798,-83.8169504
772,00053 004014,63 DEAN ST,Hall County,GA,1/22/2022,"$190,000.00 ",Residential,1900,2106,$90.22 ,34.2811798,-83.8169504
773,00052 001015,47 GEORGIA AVE,Hall County,GA,1/21/2022,"$135,000.00 ",Residential,1900,1752,$77.05 ,34.27963,-83.8188768
774,00052 001015,47 GEORGIA AVE,Hall County,GA,1/22/2022,"$185,000.00 ",Residential,1900,1752,$105.59 ,34.27963,-83.8188768
775,15047 002227,6973 RIVER ROCK DR,Hall County,GA,1/21/2022,"$381,612.00 ",Residential,2021,1752,$217.82 ,34.1462188,-83.9084346
776,15047G000086,7032 BLACKBIRD CT,Hall County,GA,1/21/2022,"$397,485.00 ",Residential,2021,2801,$141.91 ,34.156391,-83.916005
777,08065 000073,5222 MAPLEWOOD LN,Hall County,GA,1/21/2022,"$400,000.00 ",Residential,2001,3483,$114.84 ,34.2404171,-83.9167521
778,08129 000028,6631 CRESTWOOD PENINSULA,Hall County,GA,1/21/2022,"$1,060,000.00 ",Residential,1990,4324,$245.14 ,34.2040826,-83.9581159
779,00031 006011,7 DEAN ST,Hall County,GA,1/21/2022,"$110,000.00 ",Residential,1900,1752,$62.79 ,34.2839366,-83.820183
780,01070 003027,1085 NW HOLLY DR,Hall County,GA,1/21/2022,"$175,000.00 ",Residential,1980,1440,$121.53 ,34.3143279,-83.8338059
781,01074 003031,1199 NW GREEN STREET CIR,Hall County,GA,1/21/2022,"$125,000.00 ",Residential,1943,878,$142.37 ,34.3174442,-83.8315373
782,08024 006102,4692 SW SILVER OAK DR,Hall County,GA,1/21/2022,"$493,546.00 ",Residential,2021,3120,$158.19 ,34.2517644,-83.8681006
783,15044A003012,4006 WARREN RD,Hall County,GA,1/21/2022,"$237,500.00 ",Residential,1989,1120,$212.05 ,34.2051716,-83.8813638
784,01040 004025,220 NW FORREST AVE,Hall County,GA,1/21/2022,"$215,000.00 ",Residential,1944,1216,$176.81 ,34.3057152,-83.8277666
785,08120A000044,6349 LIGHTS FERRY RD,Hall County,GA,1/21/2022,"$769,500.00 ",Residential,2006,2197,$350.25 ,34.1982669,-83.9476742
786,15029B000200,5116 CHASTAIN WAY,Hall County,GA,1/21/2022,"$437,140.00 ",Residential,2021,2869,$152.37 ,34.1780827,-83.8071686
787,15039Q000039,6535 CHESTNUT WALK,Hall County,GA,1/21/2022,"$315,000.00 ",Residential,2011,1356,$232.30 ,34.1342031,-83.850636
788,00053 003010,49 DEAN ST,Hall County,GA,1/21/2022,"$110,000.00 ",Residential,1900,1752,$62.79 ,34.2819786,-83.8174264
789,10015 000048,5941 WELLINGTON AVE,Hall County,GA,1/21/2022,"$437,000.00 ",Residential,2001,2759,$158.39 ,34.3628163,-83.9661372
790,11134 000102,5527 DOCKSIDE OVLK,Hall County,GA,1/21/2022,"$990,421.00 ",Residential,2021,2691,$368.05 ,34.4114306,-83.959253
791,15047 002143,6964 WOODTRAIL RUN,Hall County,GA,1/21/2022,"$500,000.00 ",Residential,2021,2849,$175.50 ,34.155635,-83.911645
792,08133 003022,5930 CLIPPER BAY,Hall County,GA,1/21/2022,"$307,500.00 ",Residential,1996,1802,$170.64 ,34.1693561,-83.9402915
793,00053 004022,31 DEAN ST,Hall County,GA,1/21/2022,"$110,000.00 ",Residential,1900,1752,$62.79 ,34.2827437,-83.8188154
794,07331 002005,6386 TUGGLE DR,Hall County,GA,1/21/2022,"$626,000.00 ",Residential,1964,1696,$369.10 ,34.1579522,-83.9976027
795,08042A000380,5440 SYCAMORE CT,Hall County,GA,1/21/2022,"$280,000.00 ",Residential,2017,1566,$178.80 ,34.2458339,-83.888499
796,15032B000012,1859 CALVARY DR,Hall County,GA,1/21/2022,"$256,000.00 ",Residential,1970,1327,$192.92 ,34.292581,-83.7944831
797,15039G000262,6209 AZALEA WAY,Hall County,GA,1/21/2022,"$356,150.00 ",Residential,2007,1426,$249.75 ,34.1183473,-83.8470736
798,08068 000002A,4544 RAILROAD ST,Hall County,GA,1/21/2022,"$40,000.00 ",Residential,1963,1144,$34.97 ,34.2195206,-83.8932036
799,10138 000027B,2411 HAWTHORNE LN,Hall County,GA,1/21/2022,"$838,000.00 ",Residential,1968,2946,$284.45 ,34.3531174,-83.8222344
800,09052A000011,5220 NOBLEMAN LN,Hall County,GA,1/4/2022,"$276,000.00 ",Residential,2005,1470,$187.76 ,34.4129284,-83.6556436
801,10132 000016,5274 FOREST COVE RD,Hall County,GA,1/21/2022,"$1,200,000.00 ",Residential,2000,1012,$216.10 ,34.3789413,-83.8221515
802,11109 000015,5111 DUDLEY HILL RD,Hall County,GA,1/21/2022,"$245,000.00 ",Residential,1993,1024,$239.26 ,34.404351,-83.9413669
803,15042 000621,6870 KATE LN,Hall County,GA,1/20/2022,"$373,685.00 ",Residential,2021,2652,$140.91 ,34.1423332,-83.88687
804,08116 000030,6443 BEARING DR,Hall County,GA,1/20/2022,"$410,000.00 ",Residential,2002,2442,$167.90 ,34.1704872,-83.9281299
805,15047G000063,6879 SCARLET OAK WAY,Hall County,GA,1/20/2022,"$421,350.00 ",Residential,2021,1984,$212.37 ,34.1572277,-83.9138969
806,08054 004034,5001 FAWNWOOD DR,Hall County,GA,1/20/2022,"$337,360.00 ",Residential,2021,1921,$175.62 ,32.63876035,-82.8768023
807,08042B000145,4757 SW AUTUMN ROSE TRL,Hall County,GA,1/20/2022,"$255,000.00 ",Residential,2006,1248,$204.33 ,34.2494842,-83.8937831
808,08020 000024,3432 CAROLYN ST,Hall County,GA,1/20/2022,"$149,900.00 ",Residential,1998,1104,$0.00 ,34.2832035,-83.8953146
809,08058 001013,4319 SPAINHILL CIR,Hall County,GA,1/20/2022,"$285,000.00 ",Residential,1991,1334,$213.64 ,34.27136285,-83.91980435
810,15041A000158,7410 WOODY SPRINGS DR,Hall County,GA,1/20/2022,"$385,000.00 ",Residential,2000,2890,$133.22 ,34.1185053,-83.8897471
811,10105 006028,3525 GREYSTONE RD,Hall County,GA,1/20/2022,"$560,000.00 ",Residential,1984,2884,$194.17 ,34.3605461,-83.8703707
812,10075 000005C,4403 SARDIS RD,Hall County,GA,1/20/2022,"$252,500.00 ",Residential,1976,1482,$170.38 ,34.3754054,-83.9002401
813,08148A007008,6500 GAINES FERRY RD,Hall County,GA,1/19/2022,"$210,000.00 ",Residential,1973,1610,$130.43 ,34.1763421,-83.9711769
814,15039K000025,6176 LONGLEAF DR,Hall County,GA,1/19/2022,"$305,000.00 ",Residential,2007,1404,$217.24 ,34.1277008,-83.8446983
815,08051 001003,4609 ALLEN ST,Hall County,GA,1/19/2022,"$257,750.00 ",Residential,1959,2038,$126.47 ,34.222765,-83.8810326
816,08051 001240,3675 ACORN DR,Hall County,GA,1/19/2022,"$259,900.00 ",Residential,2021,1544,$168.33 ,34.2241719,-83.8797491
817,15039F000107,6003 RIVERWOOD DR,Hall County,GA,1/19/2022,"$390,000.00 ",Residential,2006,2922,$133.47 ,34.1260452,-83.8278495
818,08101 001056,5962 RIVER RD,Hall County,GA,1/19/2022,"$375,300.00 ",Residential,1997,1398,$268.45 ,34.2158915,-83.9352038
819,08110A000036,5806 MEADOWFIELD TRCE,Hall County,GA,1/19/2022,"$370,000.00 ",Residential,2001,2083,$177.63 ,34.2080001,-83.9287505
820,10072 003037,2928 FRAN MAR DR,Hall County,GA,1/19/2022,"$140,000.00 ",Residential,1970,1000,$140.00 ,34.3493125,-83.9001987
821,09079B000130,6349 WOODLAND STATION DR,Hall County,GA,1/19/2022,"$325,875.00 ",Residential,2021,2577,$126.46 ,34.408754,-83.693388
822,15047G000088,7024 BLACKBIRD CT,Hall County,GA,1/18/2022,"$385,485.00 ",Residential,2021,1860,$207.25 ,34.156724,-83.916166
823,08099A000082,5653 NEWBERRY POINT DR,Hall County,GA,1/18/2022,"$380,000.00 ",Residential,1999,2032,$187.01 ,34.2055862,-83.9184485
824,08025 000113,4226 SW SWAMP CYPRESS TRL,Hall County,GA,1/18/2022,"$351,000.00 ",Residential,2015,2254,$155.72 ,34.2536952,-83.8628959
825,09113A001038,3321 THE TRAIL,Hall County,GA,1/18/2022,"$242,900.00 ",Residential,1973,1150,$211.22 ,34.3447055,-83.7887199
826,10135 000040,2647 LITTLE RIVER PARK RD,Hall County,GA,1/18/2022,"$275,000.00 ",Residential,1985,1800,$152.78 ,34.3577947,-83.8246173
827,08025 000111,4234 SW SWAMP CYPRESS TRL,Hall County,GA,1/18/2022,"$316,500.00 ",Residential,2015,2073,$152.68 ,34.2540289,-83.8630822
828,08075 002046A,5606 BARBERRY AVE,Hall County,GA,1/18/2022,"$322,990.00 ",Residential,2021,2361,$136.80 ,34.2207354,-83.9037167
829,08075 002047A,5610 BARBERRY AVE,Hall County,GA,1/18/2022,"$338,990.00 ",Residential,2021,2535,$133.72 ,34.2206923,-83.9035122
830,15030I000039,7273 PLUM CREEK DR,Hall County,GA,1/18/2022,"$250,000.00 ",Residential,1998,1328,$188.25 ,34.2074489,-83.7965561
831,15039G000164,6302 ROCKPOINT LN,Hall County,GA,1/18/2022,"$350,000.00 ",Residential,2007,1563,$223.93 ,34.1150673,-83.8447124
832,10044 000107,3563 MONROE CIR,Hall County,GA,1/18/2022,"$1,699,000.00 ",Residential,2016,5047,$336.64 ,34.3094557,-83.9255856
833,08151 002090,5383 SUMMER OAK LN,Hall County,GA,1/18/2022,"$571,510.00 ",Residential,2021,3700,$154.46 ,34.1532355,-83.9509826
834,01091 003009,1674 NW WOODLAWN AVE,Hall County,GA,1/18/2022,"$417,500.00 ",Residential,1958,1685,$247.77 ,34.3244892,-83.8367165
835,12019B000047,2810 QUILLIANS CT,Hall County,GA,1/18/2022,"$305,000.00 ",Residential,1987,1838,$165.94 ,34.4424352,-83.8096142
836,15015I000015,3395 SILVER RIDGE DR,Hall County,GA,1/18/2022,"$364,000.00 ",Residential,2017,1424,$255.62 ,34.2502274,-83.7393952
837,15042 000625,6859 KATE LN,Hall County,GA,1/18/2022,"$460,000.00 ",Residential,2021,2652,$173.45 ,34.1421903,-83.887344
838,09064 000005K,6829 DUNCAN RD,Hall County,GA,1/18/2022,"$252,500.00 ",Residential,2001,1591,$158.71 ,34.4089263,-83.6642029
839,08111 003270,5979 SCREECH OWL DR,Hall County,GA,1/18/2022,"$357,990.00 ",Residential,2021,2613,$137.00 ,34.1909604,-83.9254822
840,08138 001137,6305 WATER HAVEN WAY,Hall County,GA,1/18/2022,"$369,000.00 ",Residential,1999,1586,$232.66 ,34.1571063,-83.94298
841,15039 000423,5963 CHIMNEY ROCK DR,Hall County,GA,1/14/2022,"$475,000.00 ",Residential,2007,1942,$244.59 ,34.1176901,-83.8425996
842,08112 019005,5505 GAINESVILLE ST,Hall County,GA,1/14/2022,"$424,000.00 ",Residential,2002,1652,$256.66 ,34.1878438,-83.926351
843,10046 000005,3021 DAWSONVILLE HWY,Hall County,GA,1/14/2022,"$335,000.00 ",Residential,1963,986,$339.76 ,34.3301536,-83.9241996
844,10094 000058,2222 NW SIDNEY DR,Hall County,GA,1/14/2022,"$785,000.00 ",Residential,1995,1936,$405.48 ,34.3275541,-83.884531
845,15047C000002,7206 REGATTA WAY,Hall County,GA,1/14/2022,"$641,000.00 ",Residential,2006,3367,$190.38 ,34.1443602,-83.9028268
846,15048 000197,6390 BLACKJACK RD,Hall County,GA,1/14/2022,"$490,000.00 ",Residential,2006,2815,$174.07 ,34.1200679,-83.8948686
847,08016 002170,3585 SW BLUE CYPRESS CV,Hall County,GA,1/14/2022,"$175,000.00 ",Residential,2014,1270,$137.80 ,34.2880721,-83.8906371
848,08155 000022,3529 NORTH BOGAN RD,Hall County,GA,1/14/2022,"$850,000.00 ",Residential,2002,3190,$266.46 ,34.1287139,-83.9476948
849,08024 006201,4410 SW CHESTNUT OAK WAY,Hall County,GA,1/14/2022,"$483,336.00 ",Residential,2021,3160,$152.95 ,34.2528513,-83.8682685
850,08167 006010,6111 BLACKBERRY LN,Hall County,GA,1/14/2022,"$2,120,000.00 ",Residential,1987,6210,$341.38 ,34.1632336,-83.9784463
851,09125 000029,106 CLARKS BRIDGE RD,Hall County,GA,1/14/2022,"$160,000.00 ",Residential,1960,1566,$102.17 ,34.3322927,-83.8106504
852,10071 000057,2640 WESTVIEW CIR,Hall County,GA,1/14/2022,"$240,000.00 ",Residential,1963,1050,$228.57 ,34.3393178,-83.9059929
853,10114 000198,3486 MILL STONE DR,Hall County,GA,1/14/2022,"$286,900.00 ",Residential,1981,1368,$209.72 ,34.3609585,-83.8626474
854,11062 002046,5132 OAK FIELD CT,Hall County,GA,1/14/2022,"$245,000.00 ",Residential,2001,1300,$188.46 ,34.4115254,-83.8971772
855,15007A000196,5212 MISTY MEADOW DR,Hall County,GA,1/14/2022,"$304,000.00 ",Residential,2007,1612,$188.59 ,34.371024,-83.6809442
856,15041 000301A,5990 ROLLINGWOOD WAY,Hall County,GA,1/14/2022,"$430,000.00 ",Residential,2021,1596,$269.42 ,34.1085269,-83.857236
857,00062 003014,55 MYRTLE ST,Hall County,GA,1/14/2022,"$210,000.00 ",Residential,1900,1848,$113.64 ,34.3029141,-83.8065054
858,00094 000030,2177 ELYSIAN CIR,Hall County,GA,1/14/2022,"$460,000.00 ",Residential,1987,1708,$269.32 ,34.3464525,-83.8147123
859,07299 002003,3074 WATERWORKS RD,Hall County,GA,1/14/2022,"$225,000.00 ",Residential,1952,687,$327.51 ,34.1455061,-83.9792006
860,15039B000056,5552 RIDGEMOOR DR,Hall County,GA,1/14/2022,"$502,000.00 ",Residential,2002,3820,$131.41 ,34.1364021,-83.8400724
861,15042 000611,6752 CAMBRIDGE DR,Hall County,GA,1/14/2022,"$354,820.00 ",Residential,2021,2682,$132.30 ,34.1411785,-83.8871598
862,08168 000080,3250 LEE DR,Hall County,GA,1/14/2022,"$310,000.00 ",Residential,1967,1592,$194.72 ,34.1535979,-83.9790766
863,09124 000215,3738 NE SHADES VALLEY LN,Hall County,GA,1/14/2022,"$289,900.00 ",Residential,2019,1506,$192.50 ,34.3280795,-83.7974598
864,11129 000023,6393 YELLOW CREEK RD,Hall County,GA,1/14/2022,"$560,000.00 ",Residential,1995,3259,$171.83 ,34.4263229,-83.944664
865,08065 000281,5103 WATCHMANS CV,Hall County,GA,1/14/2022,"$427,500.00 ",Residential,2021,2939,$145.46 ,34.24125,-83.9098046
866,08042B000026,4429 SW PLUM FROST CT,Hall County,GA,1/14/2022,"$267,000.00 ",Residential,2005,1472,$181.39 ,34.2462485,-83.8939486
867,10099 000070,4025 DEERLOPE CT,Hall County,GA,1/14/2022,"$210,000.00 ",Residential,2002,1634,$128.52 ,34.3739736,-83.8784656
868,10099 000070,4025 DEERLOPE CT,Hall County,GA,1/14/2022,"$259,000.00 ",Residential,2002,1634,$158.51 ,34.3739736,-83.8784656
869,08077 005009,5422 HICKORY PL,Hall County,GA,1/14/2022,"$172,433.00 ",Residential,1976,1206,$142.98 ,34.2311783,-83.9162555
870,08020 000078,3139 SW WINDING LAKE DR,Hall County,GA,1/14/2022,"$1,619,000.00 ",Residential,1998,4024,$402.34 ,34.2902979,-83.8967012
871,15048B000024,3231 HERITAGE WAY,Hall County,GA,1/14/2022,"$398,000.00 ",Residential,1987,2032,$195.87 ,34.117577,-83.904419
872,15042 000234,5526 PLEASANT WOODS DR,Hall County,GA,1/13/2022,"$471,582.00 ",Residential,2021,2929,$161.00 ,34.1446237,-83.8693975
873,11134 000007,7328 IVY CIR,Hall County,GA,1/13/2022,"$565,000.00 ",Residential,1985,1477,$382.53 ,34.4144792,-83.9654757
874,15041D000137,6151 BAYBROOK TRCE,Hall County,GA,1/13/2022,"$475,000.00 ",Residential,2007,3338,$142.30 ,34.123612,-83.8648837
875,08132 000071,6263 OAK LEAF DR,Hall County,GA,1/13/2022,"$291,000.00 ",Residential,1987,1142,$254.82 ,34.1804926,-83.9466609
876,09099 000008,4139 CAGLE RD,Hall County,GA,1/13/2022,"$875,000.00 ",Residential,1978,2072,$422.30 ,34.3766662,-83.7365569
877,00093 001026,299 LAKE HILL DR,Hall County,GA,1/13/2022,"$190,000.00 ",Residential,1950,2698,$70.42 ,34.3373211,-83.8156863
878,15048D000074,6828 SUMMIT VIEW DR,Hall County,GA,1/13/2022,"$263,700.00 ",Residential,1996,1010,$261.09 ,34.1276542,-83.891258
879,10068 000095,3632 GALLEY CT,Hall County,GA,1/13/2022,"$420,442.00 ",Residential,2021,2432,$172.88 ,34.313035,-83.907131
880,15015 000165,3890 COKER RD,Hall County,GA,1/13/2022,"$205,000.00 ",Residential,2003,2432,$0.00 ,34.2535645,-83.7176512
881,15036D000207,3874 SW AMBERLEIGH TRCE,Hall County,GA,1/13/2022,"$355,000.00 ",Residential,2006,2932,$121.08 ,34.2283596,-83.8467008
882,1.50E+17,4650 QUAIL POINTE DR,Hall County,GA,1/13/2022,"$290,000.00 ",Residential,1991,1356,$213.86 ,34.1770126,-83.9008195
883,01089 001005,372 NW OAKLAND DR,Hall County,GA,1/13/2022,"$250,000.00 ",Residential,1957,1189,$210.26 ,34.322716,-83.8409839
884,15042 000440,6984 LANCASTER XING,Hall County,GA,1/13/2022,"$467,409.00 ",Residential,2021,3110,$150.29 ,34.1400632,-83.89018
885,15043A000026,5243 LAUREL TER,Hall County,GA,1/13/2022,"$660,000.00 ",Residential,1994,2599,$253.94 ,34.1526653,-83.8591892
886,08075 002196A,5241 WILD BERRY CT,Hall County,GA,1/13/2022,"$320,990.00 ",Residential,2021,2060,$155.82 ,34.2204609,-83.9044873
887,15037D000043,4734 PLANTATION DR,Hall County,GA,1/13/2022,"$412,000.00 ",Residential,1995,2683,$153.56 ,34.178066,-83.835225
888,09125 000054,137 CLARKS BRIDGE RD,Hall County,GA,1/12/2022,"$234,000.00 ",Residential,1959,1134,$206.35 ,34.3365637,-83.8036866
889,11054 000017,6663 CLAUDE PARKS RD,Hall County,GA,1/12/2022,"$370,550.00 ",Residential,1986,1354,$273.67 ,34.4584594,-83.8871598
890,09079B000022,6350 WOODLAND STATION DR,Hall County,GA,1/12/2022,"$284,345.00 ",Residential,2021,2255,$126.10 ,34.4080788,-83.692647
891,12056 000001K,5900 CLEVELAND HWY,Hall County,GA,1/12/2022,"$160,000.00 ",Residential,1995,960,$0.00 ,34.4659691,-83.7802191
892,15015B000037,3559 SUGGS RD,Hall County,GA,1/12/2022,"$169,000.00 ",Residential,1978,0,$0.00 ,34.2754481,-83.7380716
893,15047Q000069,6445 CROSSCREEK LN,Hall County,GA,1/12/2022,"$385,000.00 ",Residential,2019,2211,$174.13 ,34.1555425,-83.8982534
894,00121 002017,2249 EAST DR,Hall County,GA,1/12/2022,"$185,000.00 ",Residential,1950,656,$282.01 ,34.286231,-83.85746
895,12022A000002,4604 BABBLING CREEK WAY,Hall County,GA,1/12/2022,"$399,000.00 ",Residential,2004,2814,$141.79 ,34.4182658,-83.8155827
896,00121 003009,2240 EAST DR,Hall County,GA,1/12/2022,"$185,000.00 ",Residential,1950,800,$231.25 ,34.2866767,-83.8575118
897,01025 007001,523 NW RIDGEWOOD AVE,Hall County,GA,1/12/2022,"$275,000.00 ",Residential,1930,1528,$179.97 ,34.3057572,-83.8320346
898,01042 001012,610 NW CRESTVIEW TER,Hall County,GA,1/12/2022,"$405,000.00 ",Residential,1950,2191,$184.85 ,34.3063639,-83.8346449
899,15042 000446,7016 LANCASTER XING,Hall County,GA,1/12/2022,"$380,375.00 ",Residential,2021,2329,$163.32 ,34.1402396,-83.891443
900,10011B000034,5777 RIDGEWATER DR,Hall County,GA,1/12/2022,"$980,000.00 ",Residential,1987,2867,$341.82 ,34.3973556,-83.9737441
901,08118 007009,6140 JONES RD,Hall County,GA,1/11/2022,"$220,000.00 ",Residential,1985,1728,$127.31 ,34.181192,-83.9327632
902,15042 000630,6939 MANCHESTER DR,Hall County,GA,1/11/2022,"$481,560.00 ",Residential,2021,3510,$137.20 ,34.1428858,-83.8884017
