fid,field_1,Unnamed_ 0,Parcel ID,Address,Sale Date,Sale Price,Qualified,Reason,Acres,Parcel  Cl,Year  Buil,Square Ft,Price Per,lat,long,GEOID
"154","31","31",08151 002099,5451 SUMMER PINE PL,6/10/2022,"$677,400.00",Qualified,FM,0.32,Residential,"2021","3831",$176.82,34.153864,-83.949918,"131390016072"
"155","64","64",08139 003059,6034 STILLWATER CT,5/13/2022,"$625,000.00",Qualified,FM,0.4,Residential,"2005","3376",$185.13,34.165706,-83.9461646,"131390016072"
"156","81","81",08134 000021,6204 WADE ORR RD,4/29/2022,"$546,062.00",Qualified,FM,0.8,Residential,"2021","872",$626.22,34.160388,-83.9298838,"131390016072"
"157","115","115",08151 002078,5360 SUMMER OAK LN,4/14/2022,"$705,660.00",Qualified,FM,0.24,Residential,"2021","3698",$190.82,34.1540665,-83.9507404,"131390016072"
"158","185","185",08134 000018,6192 WADE ORR RD,4/4/2022,"$570,009.00",Qualified,FM,1.46,Residential,"2021","3066",$185.91,34.1606868,-83.9307179,"131390016072"
"159","243","243",08134 000020,6200 WADE ORR RD,3/31/2022,"$562,829.00",Qualified,FM,0.87,Residential,"2021","3635",$154.84,34.1604879,-83.9301768,"131390016072"
"160","257","257",08138A002019,6276 BROOKRIDGE DR,3/30/2022,"$565,000.00",Qualified,FM,0.23,Residential,"2013","2946",$191.79,34.1635407,-83.9435176,"131390016072"
"161","291","291",08151 002085,5388 SUMMER OAK LN,3/29/2022,"$551,535.00",Qualified,FM,0.27,Residential,"2021","3700",$149.06,34.1527182,-83.9514382,"131390016072"
"162","313","313",08138A002007,6228 BROOKRIDGE DR,3/28/2022,"$620,000.00",Qualified,FM,0.22,Residential,"2013","4721",$131.33,34.162911,-83.9412842,"131390016072"
"163","336","336",08137B000082,6140 SADDLEHORSE DR,3/25/2022,"$390,000.00",Qualified,FM,0.62,Residential,"2001","2391",$163.11,34.1595537,-83.934666,"131390016072"
"164","359","359",08134 000013,6172 WADE ORR RD,3/24/2022,"$565,000.00",Qualified,FM,1.35,Residential,"2021","3310",$170.69,34.1612369,-83.9321055,"131390016072"
"165","374","374",08151 002087,5395 SUMMER OAK LN,3/23/2022,"$592,112.00",Qualified,FM,0.26,Residential,"2021","3765",$157.27,34.1525424,-83.9508992,"131390016072"
"166","468","468",08138B002012,6234 WYNFIELD DR,3/16/2022,"$530,000.00",Qualified,FM,0.2,Residential,"2013","2884",$183.77,34.1630064,-83.9424547,"131390016072"
"167","523","523",08138A002035,6346 BROOKRIDGE DR,3/11/2022,"$466,000.00",Qualified,FM,0.29,Residential,"2014","2529",$184.26,34.1608983,-83.9423657,"131390016072"
"168","565","565",08138 001091,6357 SNUG HARBOR DR,3/8/2022,"$282,500.00",Qualified,FM,0.65,Residential,"1999","1985",$142.32,34.1578837,-83.934604,"131390016072"
"169","602","602",08138 001116,6201 SOUTH PORT DR,3/4/2022,"$360,000.00",Qualified,FM,0.59,Residential,"1999","1724",$208.82,34.1585331,-83.9429386,"131390016072"
"170","660","660",08139 003006D,6157 ORVILLE DR,2/28/2022,"$325,000.00",Qualified,FM,1,Residential,"1974","1550",$209.68,34.166415,-83.9500108,"131390016072"
"171","697","697",08151 002086,5392 SUMMER OAK LN,2/28/2022,"$611,355.00",Qualified,FM,0.27,Residential,"2021","3828",$159.71,34.1525264,-83.9512313,"131390016072"
"172","707","707",08137B000019,6191 SADDLEHORSE DR,2/25/2022,"$427,000.00",Qualified,FM,1.2,Residential,"2001","3266",$130.74,34.1567384,-83.9324529,"131390016072"
"173","759","759",08152 000065,5362 TIMBER WILD LN,2/24/2022,"$550,000.00",Qualified,FM,0.41,Residential,"2006","3498",$157.23,34.1494025,-83.9474467,"131390016072"
"174","976","976",08139 003006C,6130 ORVILLE DR,2/4/2022,"$315,000.00",Qualified,FM,0.8,Residential,"1967","1404",$224.36,34.1671179,-83.9502176,"131390016072"
"175","994","994",08137B000072,6198 SADDLEHORSE DR,2/3/2022,"$460,000.00",Qualified,FM,0.97,Residential,"2000","2626",$175.17,34.1567316,-83.9336319,"131390016072"
"176","1072","1072",08134 000007,6148 WADE ORR RD,1/28/2022,"$542,976.00",Qualified,FM,0.8,Residential,"2021","2551",$212.85,34.1617808,-83.9339253,"131390016072"
"177","1078","1078",08150 001098,4242 BRENTWOOD DR,1/28/2022,"$441,000.00",Qualified,FM,0.24,Residential,"2012","2647",$166.60,34.1618393,-83.9546837,"131390016072"
"178","1082","1082",08150 001118,4333 CHESTERFIELD CT,1/28/2022,"$470,000.00",Qualified,FM,0.24,Residential,"2013","2598",$180.91,34.1604318,-83.9559777,"131390016072"
"179","1114","1114",08151 002080,5368 SUMMER OAK LN,1/26/2022,"$607,490.00",Qualified,FM,0.28,Residential,"2021","3890",$156.17,34.1538779,-83.9512334,"131390016072"
"180","1135","1135",08151 002079,5364 SUMMER OAK LN,1/25/2022,"$559,400.00",Qualified,FM,0.35,Residential,"2021","3700",$151.19,34.1538547,-83.9507549,"131390016072"
"181","1208","1208",08151 002090,5383 SUMMER OAK LN,1/18/2022,"$571,510.00",Qualified,FM,0.31,Residential,"2021","3700",$154.46,34.1532355,-83.9509826,"131390016072"
"182","1215","1215",08138 001137,6305 WATER HAVEN WAY,1/18/2022,"$369,000.00",Qualified,FM,1.28,Residential,"1999","1586",$232.66,34.1571063,-83.94298,"131390016072"
"183","1329","1329",08139 003001C,6076 ATLANTA HWY,1/6/2022,"$285,000.00",Qualified,FM,0.47,Residential,"1955","1423",$200.28,34.1628108,-83.9471572,"131390016072"
"184","1342","1342",08150 001030,6133 GLEN OAK DR,1/5/2022,"$343,000.00",Qualified,FM,0.63,Residential,"2001","1709",$200.70,34.1612175,-83.9499694,"131390016072"
"185","28","28",15047 000352,5839 CLIFF VALLEY WAY,6/10/2022,"$605,000.00",Qualified,FM,1.16,Residential,"2005","2929",$206.56,34.1446521,-83.9205173,"131390016051"
"186","46","46",15047 002230,6985 RIVER ROCK DR,5/25/2022,"$487,232.00",Qualified,FM,0.15,Residential,"2021","2034",$239.54,34.145825,-83.9083518,"131390016051"
"187","56","56",15047 002292,6987 SCENIC OVERLOOK TRCE,5/20/2022,"$651,006.00",Qualified,FM,0.32,Residential,"2021","3075",$211.71,34.1466721,-83.9097174,"131390016051"
"188","65","65",15048 001068,3325 LONG CREEK DR,5/9/2022,"$620,000.00",Qualified,FM,0.19,Residential,"2021","3373",$183.81,34.1144849,-83.903427,"131390016051"
"189","144","144",15047 000995,6845 BUNGALOW RD,4/11/2022,"$405,131.00",Qualified,FM,0.16,Residential,"2021","1884",$215.04,34.1501937,-83.9104416,"131390016051"
"190","149","149",15047 002238,7017 RIVER ROCK DR,4/8/2022,"$443,362.00",Qualified,FM,0.15,Residential,"2021","1946",$227.83,34.1447466,-83.9084346,"131390016051"
"191","171","171",15048 000025C,3746 FRIENDSHIP CIR,4/6/2022,"$545,000.00",Qualified,FM,6.2,Residential,"1978","1666",$327.13,34.1247221,-83.9212207,"131390016051"
"192","209","209","1.50E+55",3431 FRIENDSHIP FARM DR,3/31/2022,"$385,000.00",Qualified,FM,0.24,Residential,"1997","2055",$187.35,34.120328,-83.9120762,"131390016051"
"193","276","276",15048 000129,5946 BLACKJACK RD,3/29/2022,"$432,000.00",Qualified,FM,3.37,Residential,"1989","1370",$315.33,34.1320583,-83.9103829,"131390016051"
"194","367","367",15047 002255,6944 RIVER ROCK DR,3/24/2022,"$433,972.00",Qualified,FM,0.15,Residential,"2021","2031",$213.67,34.1474353,-83.9095696,"131390016051"
"195","515","515",15048 001251,3507 CREEK HOLW,3/11/2022,"$555,000.00",Qualified,FM,0.24,Residential,"2021","2833",$195.91,34.1142747,-83.9085309,"131390016051"
"196","536","536","1.50E+10",3427 WILD PLUM WAY,1/6/2022,"$311,300.00",Qualified,FM,0.24,Residential,"1998","1555",$200.19,34.1191874,-83.9117865,"131390016051"
"197","537","537","1.50E+10",3427 WILD PLUM WAY,3/10/2022,"$357,000.00",Qualified,FM,0.24,Residential,"1998","1555",$229.58,34.1191874,-83.9117865,"131390016051"
"198","567","567",15047 002206,6889 RIVER ROCK DR,3/8/2022,"$596,956.00",Unqualified,"51",0.16,Residential,"2022","2353",$253.70,34.1488707,-83.9098132,"131390016051"
"199","568","568",15047 002263,6912 RIVER ROCK DR,3/8/2022,"$596,956.00",Unqualified,"51",0.14,Residential,"2022","1670",$357.46,34.1483831,-83.9101774,"131390016051"
"200","591","591",15047 002241,7000 RIVER ROCK DR,3/4/2022,"$534,124.00",Qualified,FM,0.17,Residential,"2021","2438",$219.08,34.1453739,-83.9089543,"131390016051"
"201","611","611",15047 000010M,5659 BLACKJACK RD,3/4/2022,"$719,000.00",Qualified,FM,3.84,Residential,"1997","2353",$305.57,34.1434015,-83.923248,"131390016051"
"202","734","734",15048C000025,3415 WINDGATE DR,2/25/2022,"$220,000.00",Qualified,FM,0.58,Residential,"1993","1564",$140.66,34.1117483,-83.900654,"131390016051"
"203","922","922",15047 000326,5712 BOULDER RIDGE CT,2/10/2022,"$545,900.00",Qualified,FM,0.8,Residential,"2004","3048",$179.10,34.1410886,-83.921138,"131390016051"
"204","957","957",15048 001163,3456 HIGH SHOALS,2/4/2022,"$445,000.00",Qualified,FM,0.24,Residential,"2021","2108",$211.10,34.1135021,-83.907193,"131390016051"
"205","958","958",15048 001163,3456 HIGH SHOALS,2/7/2022,"$445,000.00",Unqualified,"99",0.24,Residential,"2021","2108",$211.10,34.1135021,-83.907193,"131390016051"
"206","1054","1054",15047 002236,7009 RIVER ROCK DR,1/28/2022,"$474,555.00",Qualified,FM,0.14,Residential,"2021","1880",$252.42,34.1450196,-83.9083792,"131390016051"
"207","1079","1079",15047 002234,7001 RIVER ROCK DR,1/28/2022,"$428,118.00",Qualified,FM,0.14,Residential,"2021","1880",$227.72,34.1452641,-83.9083932,"131390016051"
"208","1152","1152",15047 002227,6973 RIVER ROCK DR,1/21/2022,"$381,612.00",Qualified,FM,0.15,Residential,"2021","1752",$217.82,34.1462188,-83.9084346,"131390016051"
"209","1222","1222",15048 000197,6390 BLACKJACK RD,1/14/2022,"$490,000.00",Qualified,FM,0.96,Residential,"2006","2815",$174.07,34.1200679,-83.8948686,"131390016051"
"210","1241","1241",15048B000024,3231 HERITAGE WAY,1/14/2022,"$398,000.00",Qualified,FM,2.4,Residential,"1987","2032",$195.87,34.117577,-83.904419,"131390016051"
"211","1294","1294",15047 000340,5810 CLIFF VALLEY WAY,1/10/2022,"$525,000.00",Qualified,FM,0.8,Residential,"2005","2642",$198.71,34.1429259,-83.9197908,"131390016051"
"212","127","127",15041A000153,7430 WOODY SPRINGS DR,2/16/2022,"$384,500.00",Qualified,FM,0.57,Residential,"2000","2626",$146.42,34.1169398,-83.8900576,"131390016052"
"213","128","128",15041A000153,7430 WOODY SPRINGS DR,4/12/2022,"$411,000.00",Qualified,FM,0.57,Residential,"2000","2626",$156.51,34.1169398,-83.8900576,"131390016052"
"214","274","274",15048F000038,6324 SHADY GROVE LN,3/30/2022,"$330,000.00",Qualified,FM,0.6,Residential,"2000","1303",$253.26,34.1306687,-83.8961424,"131390016052"
"215","334","334",15042B000039,7260 LITANY CT,3/25/2022,"$410,000.00",Qualified,FM,1.18,Residential,"2004","2479",$165.39,34.1267845,-83.8850899,"131390016052"
"216","364","364",15048A000040,6182 LOLLIS CREEK RD,3/24/2022,"$70,000.00",Qualified,FM,1.04,Residential,"1983","2220",$31.53,34.1335038,-83.899164,"131390016052"
"217","365","365",15048A000040,6182 LOLLIS CREEK RD,3/24/2022,"$160,000.00",Qualified,FM,1.04,Residential,"1983","2220",$72.07,34.1335038,-83.899164,"131390016052"
"218","729","729",15048F000002,6108 LIVE OAK DR,2/25/2022,"$277,000.00",Qualified,FM,0.57,Residential,"2000","1184",$233.95,34.1315151,-83.9027234,"131390016052"
"219","1089","1089","15048D000099",6756 SPRING HEAD DR,1/28/2022,"$248,750.00",Qualified,FM,0.83,Residential,"1997","1108",$224.50,34.1294814,-83.8914236,"131390016052"
"220","1187","1187",15041A000158,7410 WOODY SPRINGS DR,1/20/2022,"$385,000.00",Qualified,FM,0.57,Residential,"2000","2890",$133.22,34.1185053,-83.8897471,"131390016052"
"221","1254","1254","15048D000074",6828 SUMMIT VIEW DR,1/13/2022,"$263,700.00",Qualified,FM,0.89,Residential,"1996","1010",$261.09,34.1276542,-83.891258,"131390016052"
"222","131","131",08098A000074,4841 ZEPHYR COVE PL,4/12/2022,"$272,500.00",Qualified,FM,0.02,Residential,"2004","1740",$156.61,34.1888661,-83.9166176,"131390016062"
"223","168","168",08113 002129,5516 SHALLOW BRANCH DR,4/6/2022,"$426,000.00",Qualified,FM,0.14,Residential,"2021","2849",$149.53,34.1840103,-83.9197312,"131390016062"
"224","249","249",08098A000035,4690 BEACON RIDGE LN,2/9/2022,"$274,200.00",Qualified,FM,0.02,Residential,"2019","1692",$162.06,34.1881997,-83.9168882,"131390016062"
"225","250","250",08098A000035,4690 BEACON RIDGE LN,3/30/2022,"$295,000.00",Qualified,FM,0.02,Residential,"2019","1692",$174.35,34.1881997,-83.9168882,"131390016062"
"226","324","324",08112 008005,4745 CANTRELL RD,3/25/2022,"$25,000.00",Qualified,FM,0.12,Residential,"1969","528",$0.00,34.186696,-83.919312,"131390016062"
"227","424","424",08112 009032,4860 CLARKSTONE DR,3/18/2022,"$300,000.00",Qualified,FM,0.13,Residential,"2016","1895",$158.31,34.1877268,-83.9187382,"131390016062"
"228","483","483",08112 009019,4833 CLARKSTONE CIR,3/15/2022,"$409,900.00",Qualified,FM,0.15,Residential,"2017","2192",$187.00,34.187665,-83.9183658,"131390016062"
"229","652","652",08098A000084,4817 ZEPHYR COVE PL,3/1/2022,"$250,000.00",Unqualified,"23",0.02,Residential,"2004","1692",$147.75,34.1895781,-83.9170107,"131390016062"
"230","784","784",08112 009048,4867 CLARKSTONE DR,2/23/2022,"$342,000.00",Qualified,FM,0.21,Residential,"2014","2031",$168.39,34.1879637,-83.9191519,"131390016062"
"231","902","902",08098A000200,4653 BEACON RIDGE LN,2/11/2022,"$264,900.00",Qualified,FM,0.02,Residential,"2005","1674",$158.24,34.1885534,-83.9160282,"131390016062"
"232","935","935",08098A000062,4814 ZEPHYR COVE PL,2/10/2022,"$778,764.00",Unqualified,"51",0.02,Residential,"2004","1740",$447.57,34.1894357,-83.9174141,"131390016062"
"233","973","973",08098A000100,4925 VIREO DR,2/4/2022,"$260,000.00",Qualified,FM,0.02,Residential,"2003","1692",$153.66,34.1897049,-83.916659,"131390016062"
"234","1129","1129",08113 002094,5413 FALLING BRANCH CT,1/25/2022,"$395,000.00",Qualified,FM,0.13,Residential,"2019","2704",$146.08,34.1834286,-83.9210966,"131390016062"
"235","102","102",09066 016014,6229 MAIN ST,4/15/2022,"$317,000.00",Qualified,FM,0.62,Residential,"1999","1762",$179.91,34.3927078,-83.6594248,"131390001011"
"236","132","132",09079B000110,6431 HAGEN CREEK CT,4/12/2022,"$375,000.00",Qualified,FM,0.52,Residential,"2021","2412",$155.47,34.4122203,-83.6914352,"131390001011"
"237","239","239",09071 010002,5966 COBB ST,3/31/2022,"$287,500.00",Qualified,FM,1.1,Residential,"1963","1302",$220.81,34.3887665,-83.6691884,"131390001011"
"238","450","450",09079A000047,6236 RIVER PLANTATION DR,3/17/2022,"$260,000.00",Qualified,FM,0.72,Residential,"2000","1170",$222.22,34.4029342,-83.6944419,"131390001011"
"239","452","452",09046A000004,6990 WHEELER RD,3/17/2022,"$155,000.00",Qualified,FM,2.61,Residential,"2002","1736",$0.00,34.4141679,-83.652666,"131390001011"
"240","514","514",09079A000025,6326 RIVER PLANTATION DR,3/11/2022,"$285,000.00",Qualified,FM,0.68,Residential,"2002","1893",$150.55,34.4046433,-83.6949403,"131390001011"
"241","605","605",09071 002024C,6203 CARTER ST,3/4/2022,"$235,000.00",Qualified,FM,0.89,Residential,"1920","3786",$62.07,34.3918634,-83.6645872,"131390001011"
"242","619","619",09079B000132,6341 WOODLAND STATION DR,3/4/2022,"$285,775.00",Qualified,FM,0.5,Residential,"2021","2255",$126.73,34.4084587,-83.6937812,"131390001011"
"243","635","635",09071 003004B,6067 CHATTAHOOCHEE ST,3/2/2022,"$255,000.00",Qualified,FM,0.65,Residential,"1966","1066",$239.21,34.390734,-83.6646599,"131390001011"
"244","643","643",09064 000035,5036 CORNELIA HWY,3/1/2022,"$205,000.00",Qualified,FM,2.66,Residential,"1985","0",$0.00,34.4095929,-83.6654078,"131390001011"
"245","715","715",09065 000002A,6689 BELTON BRIDGE RD,2/25/2022,"$158,500.00",Qualified,FM,1.02,Residential,"1965","1416",$111.94,34.4026639,-83.660796,"131390001011"
"246","818","818",09071 007003A,6108 CARTER ST,2/18/2022,"$270,000.00",Unqualified,"51",0.44,Residential,"1980","1500",$180.00,34.389504,-83.667738,"131390001011"
"247","989","989",09079B000020,6342 WOODLAND STATION DR,2/4/2022,"$303,750.00",Qualified,FM,0.5,Residential,"2021","2064",$147.17,34.4078026,-83.6930159,"131390001011"
"248","1029","1029",09052A000087,5319 SKYLAND CT,1/31/2022,"$282,900.00",Qualified,FM,0.71,Residential,"2004","1606",$176.15,34.4094377,-83.6569941,"131390001011"
"249","1061","1061",09079B000021,6346 WOODLAND STATION DR,1/28/2022,"$313,700.00",Qualified,FM,0.5,Residential,"2021","2184",$143.64,34.4079404,-83.6928315,"131390001011"
"250","1095","1095",09064 000005M,6841 DUNCAN RD,1/27/2022,"$255,000.00",Qualified,FM,0.96,Residential,"2006","1530",$166.67,34.4092846,-83.6636213,"131390001011"
"251","1111","1111",09065 000068,6507 NARRAMORE WAY,1/27/2022,"$240,200.00",Qualified,FM,0.51,Residential,"1997","1336",$179.79,34.3980992,-83.6610037,"131390001011"
"252","1146","1146",09079B000131,6345 WOODLAND STATION DR,1/24/2022,"$294,850.00",Qualified,FM,0.5,Residential,"2021","2064",$142.85,34.408606,-83.6935843,"131390001011"
"253","1177","1177",09052A000011,5220 NOBLEMAN LN,1/4/2022,"$276,000.00",Qualified,FM,0.61,Residential,"2005","1470",$187.76,34.4129284,-83.6556436,"131390001011"
"254","1198","1198",09079B000130,6349 WOODLAND STATION DR,1/19/2022,"$325,875.00",Qualified,FM,0.5,Residential,"2021","2577",$126.46,34.408754,-83.693388,"131390001011"
"255","1213","1213",09064 000005K,6829 DUNCAN RD,1/18/2022,"$252,500.00",Qualified,FM,0.24,Residential,"2001","1591",$158.71,34.4089263,-83.6642029,"131390001011"
"256","1266","1266",09079B000022,6350 WOODLAND STATION DR,1/12/2022,"$284,345.00",Qualified,FM,0.5,Residential,"2021","2255",$126.10,34.4080788,-83.692647,"131390001011"
"257","1330","1330",09032 000016,7785 BILL WILSON RD,1/6/2022,"$325,000.00",Qualified,FM,1.5,Residential,"2021","1860",$174.73,34.445609,-83.652658,"131390001011"
"258","1331","1331",15007A000042A,5516 LULA RD,1/6/2022,"$240,000.00",Qualified,FM,0.59,Residential,"1950","2416",$99.34,34.3798587,-83.6797812,"131390001011"
"259","613","613",15018 000162,3986 OLD CORNELIA HWY,3/4/2022,"$212,500.00",Qualified,FM,0.95,Residential,"1937","1178",$180.39,34.3472672,-83.7237116,"131390001022"
"260","789","789",09106A003015,3503 RIDGE DR,2/22/2022,"$207,500.00",Qualified,FM,0.32,Residential,"1980","1201",$172.77,34.3614291,-83.762509,"131390001022"
"261","916","916",09101A000081,3908 PINE SHORE CIR,2/11/2022,"$259,900.00",Qualified,FM,0.31,Residential,"2021","1008",$257.84,34.3724961,-83.7500218,"131390001022"
"262","998","998",09101A000072,4053 SKYLINE DR,2/2/2022,"$295,000.00",Unqualified,"51",0.31,Residential,"1992","1440",$204.86,34.3739744,-83.7491609,"131390001022"
"263","1049","1049",09101A000084,3908 SKYLINE DR,1/28/2022,"$260,900.00",Qualified,FM,0.36,Residential,"2021","1008",$258.83,34.3720579,-83.7498974,"131390001022"
"264","1050","1050",09101A000041,3937 SKYLINE DR,1/28/2022,"$680,000.00",Unqualified,"26",1.2,Residential,"1998","2155",$315.55,34.3739705,-83.7514117,"131390001022"
"265","1360","1360",09101A000124,4044 SKYLINE DR,1/3/2022,"$230,000.00",Qualified,FM,0.3,Residential,"1999","1035",$222.22,34.3744351,-83.7499388,"131390001022"
"266","1319","1319",00056 001030,921 BLACK DR,1/7/2022,"$195,000.00",Qualified,FM,0.18,Residential,"1995","1124",$173.49,34.2885164,-83.8089924,"131390008001"
"267","136","136",00132 002001,13 HILLTOP TER,4/12/2022,"$400,000.00",Qualified,FM,0.55,Residential,"1950","780",$102.56,34.2762717,-83.8373277,"131390011012"
"268","282","282",00133 008005,1275 ATLANTA HWY,3/29/2022,"$425,000.00",Unqualified,"51",0.18,Residential,"1940","780",$544.87,34.2730539,-83.8395442,"131390011012"
"269","465","465",00133 004011,205 KEITH CIR,3/16/2022,"$110,000.00",Qualified,FM,0.17,Residential,"1950","780",$141.03,34.2733316,-83.8431381,"131390011012"
"270","927","927","00133D005012",209 WILLIAMS ST,2/10/2022,"$175,000.00",Qualified,FM,0.37,Residential,"1960","840",$208.33,34.2736742,-83.8447952,"131390011012"
"271","82","82",15026C000100,4617 WHITE HORSE DR,4/28/2022,"$393,000.00",Qualified,FM,0.65,Residential,"2006","2358",$166.67,34.1614947,-83.7889686,"131390013021"
"272","223","223",15029A000006,5167 PONDEROSA FARM RD,3/31/2022,"$250,000.00",Qualified,FM,0.34,Residential,"1973","1232",$202.92,34.1780484,-83.8210948,"131390013021"
"273","275","275","1.50E+27",4545 TRELLIS WAY,3/29/2022,"$278,000.00",Qualified,FM,0.8,Residential,"1994","1378",$201.74,34.1581613,-83.8018211,"131390013021"
"274","401","401",15029B000071,4999 LITTLE FOX TRL,3/22/2022,"$480,867.00",Qualified,FM,0.88,Residential,"2021","2451",$196.19,34.18081,-83.805167,"131390013021"
